Gender,Age,Connect_Date,L_O_S,Dropped_Calls,tariff,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,high Dropped calls,No Usage,target,id
M,51.0,06/02/99,20.466667,5.0,CAT 200,S50,249.0,1075.8,7.0,351.0,18.0,44.399999,246.400294,23.475611,4.320482,50.142857,2.466667,274.0,1471.199999,5.369343,1717.600293,0.009124087591,MedHigh,271.199999,8.656199,23.475612,97.3957,247.3957,OK,0.144036,0.73124,0.238581,0.030179,0.167483,F,F,0,K135730
M,52.0,15/04/97,42.533333,2.0,CAT 200,ASAD170,266.0,719.4,289.0,445.2,27.0,55.2,205.326901,1.573871,2.704511,1.540484,2.044444,582.0,1219.8,2.095876,1425.126901,0.001718213058,Med,19.8,7.948844,1.573871,63.171941,213.171941,OK,0.149581,0.589769,0.364978,0.045253,0.168328,F,F,0,K128840
F,29.0,20/01/99,21.033333,0.0,CAT 200,S50,504.0,1611.599999,103.0,263.400001,6.0,30.0,310.957952,65.070946,3.197619,2.557282,5.0,613.0,1905.0,3.107667,2215.957952,0.0,MedHigh,705.0,9.229921,65.070945,158.35833,308.35833,OK,0.139154,0.845984,0.138268,0.015748,0.163233,F,F,0,K149640
F,13.0,08/08/97,38.7,1.0,CAT 200,ASAD170,696.0,1926.6,211.0,398.4,29.0,61.0,514.139205,107.182389,2.768103,1.888152,2.103448,936.0,2386.0,2.549145,2900.139205,0.0005341880342,High,1186.0,9.037301,107.182389,261.42415,411.42415,OK,0.141864,0.80746,0.166974,0.025566,0.215482,F,F,0,K175930
F,19.0,19/06/98,28.2,2.0,CAT 200,BS110,484.0,1183.199999,6.0,19.800001,1.0,6.0,78.547259,0.890398,2.444628,3.3,6.0,491.0,1209.0,2.462322,1287.547259,0.002036659878,Med,9.0,9.8933,0.890397,24.454575,174.454575,OK,0.135494,0.97866,0.016377,0.004963,0.064969,F,F,0,K310870
F,42.0,18/08/97,38.366667,0.0,CAT 100,BS110,21.0,401.400001,3.0,154.5,28.0,55.2,48.195483,1.284103,19.114286,51.5,1.971429,52.0,611.100001,11.751923,659.295484,0.0,Med,11.100001,11.568483,1.284102,15.742747,120.742747,OK,0.183139,0.656848,0.252823,0.090329,0.078867,F,F,0,K245200
F,25.0,25/03/96,55.4,8.0,CAT 100,CAS30,142.0,379.199999,36.0,56.399998,58.0,144.0,2.685122,0.0,2.670423,1.566667,2.482759,236.0,579.599997,2.455932,582.285119,0.01694915254,Med,-20.400003,11.542443,0.0,0.805537,105.805537,OK,0.181707,0.654244,0.097308,0.248447,0.004633,F,F,1,K342300
F,45.0,18/02/98,32.233333,0.0,CAT 200,ASAD90,293.0,1028.4,196.0,547.199999,18.0,47.5,318.886195,34.558857,3.509898,2.791837,2.638889,507.0,1623.099999,3.201381,1941.986194,0.0,MedHigh,423.099999,8.168012,34.558858,130.224716,280.224716,OK,0.144298,0.633602,0.337133,0.029265,0.196467,F,F,1,K143640
M,22.0,18/03/98,31.3,9.0,CAT 200,S50,243.0,1338.6,99.0,390.0,22.0,54.0,386.361292,51.004464,5.508642,3.939394,2.454545,364.0,1782.6,4.897253,2168.961292,0.01236263736,MedHigh,582.6,8.754628,51.004463,166.912851,316.912851,OK,0.146113,0.750926,0.218782,0.030293,0.21674,F,F,1,K201840
F,39.0,08/08/99,14.366667,1.0,CAT 100,BS110,143.0,334.800001,176.0,292.199999,10.0,23.400001,164.830295,5.114391,2.341259,1.660227,2.34,329.0,650.400001,1.9769,815.230296,0.001519756839,Med,50.400001,10.147601,5.114391,54.56348,159.56348,OK,0.195728,0.51476,0.449262,0.035978,0.253429,F,F,1,K233280
M,33.0,23/07/99,14.9,2.0,CAT 200,S50,127.0,678.0,268.0,513.3,0.0,0.0,166.591557,6.621794,5.338583,1.915299,0.0,395.0,1191.3,3.015949,1357.891557,0.00253164557,Med,-8.7,7.845631,0.0,49.977467,199.977467,OK,0.147271,0.569126,0.430874,0.0,0.13984,F,F,0,K316080
M,50.0,12/12/99,10.166667,5.0,CAT 200,BS110,17.0,1005.0,302.0,513.3,14.0,68.0,147.856018,31.552013,59.117647,1.699669,4.857143,333.0,1586.3,4.763664,1734.156018,0.007507507508,MedHigh,386.3,8.167749,31.552014,75.908819,225.908819,OK,0.13027,0.63355,0.323583,0.042867,0.093208,F,F,0,K372160
F,30.0,02/01/96,58.166667,2.0,Play 300,S80,305.0,509.399999,80.0,534.600001,78.0,127.2,155.26114,0.0,1.670164,6.6825,1.630769,463.0,1171.2,2.52959,1326.46114,0.002159827214,Med,-628.8,12.003586,0.0,62.104456,140.044456,OK,0.105578,0.434939,0.456455,0.108607,0.132566,F,F,0,K275270
F,16.0,11/02/96,56.833333,0.0,CAT 100,WC95,121.0,378.600001,30.0,90.0,22.0,35.399999,49.169598,0.0,3.128926,3.0,1.609091,173.0,504.0,2.913295,553.169598,0.0,Med,-96.0,12.511905,0.0,14.750879,119.750879,OK,0.216481,0.75119,0.178571,0.070238,0.097559,F,F,0,K296270
M,53.0,27/04/98,29.966667,0.0,Play 300,ASAD90,69.0,162.599999,361.0,705.0,1.0,28.8,264.169501,0.0,2.356522,1.952909,28.8,431.0,896.399999,2.079814,1160.5695,0.0,Med,-903.600001,6.172021,0.0,105.6678,183.6078,OK,0.158205,0.181392,0.786479,0.032129,0.2947,F,F,1,K158920
F,27.0,01/06/99,16.633333,0.0,Play 100,BS110,74.0,168.0,20.0,149.099998,10.0,32.5,1.992806,0.0,2.27027,7.455,3.25,104.0,349.599998,3.361538,351.592804,0.0,MedLow,-250.400002,14.610984,0.0,0.797122,60.737122,OK,0.172748,0.480549,0.426487,0.092963,0.0057,F,F,1,K218520
M,34.0,02/06/96,53.1,0.0,Play 100,S80,17.0,145.799999,56.0,323.4,13.0,44.4,11.720934,0.0,8.576471,5.775,3.415385,86.0,513.599999,5.972093,525.320933,0.0,Med,-86.400001,10.67757,0.0,4.688374,64.628374,OK,0.123026,0.283879,0.629673,0.086449,0.022821,F,F,0,K384870
F,21.0,26/01/98,33.0,0.0,Play 100,CAS30,23.0,50.4,30.0,64.2,0.0,0.0,29.117045,0.0,2.191304,2.14,0.0,53.0,114.6,2.162264,143.717045,0.0,Low,-485.4,13.795812,0.0,11.646818,71.586818,OK,0.498109,0.439791,0.560209,0.0,0.254075,F,F,1,K212720
M,34.0,13/04/97,42.6,14.0,CAT 100,SOP10,72.0,526.2,74.0,292.2,16.0,70.0,278.096015,31.501953,7.308333,3.948649,4.375,162.0,888.4,5.483951,1166.496015,0.04320987654,Med,288.4,10.923008,31.501954,114.930759,219.930759,OK,0.18854,0.592301,0.328906,0.078793,0.31303,T,F,1,K399400
M,16.0,16/06/97,40.466667,2.0,CAT 100,BS110,378.0,570.600001,74.0,246.9,9.0,58.200001,64.901003,31.749418,1.509524,3.336486,6.466667,461.0,875.700002,1.899566,940.601005,0.002169197397,Med,275.700002,11.51593,31.74942,51.21972,156.21972,OK,0.166085,0.651593,0.281946,0.066461,0.074113,F,F,0,K337260
M,18.0,01/07/98,27.8,0.0,CAT 100,BS110,228.0,667.200001,8.0,157.5,3.0,5.4,23.056977,29.999486,2.926316,19.6875,1.8,239.0,830.100001,3.473222,853.156978,0.0,Med,230.100001,13.037586,29.999485,36.916578,141.916578,OK,0.166343,0.803759,0.189736,0.006505,0.027776,F,F,1,K293860
F,67.0,19/01/99,21.066667,0.0,CAT 200,WC95,374.0,798.600001,93.0,277.799999,15.0,25.0,99.076688,0.0,2.135294,2.987097,1.666667,482.0,1101.4,2.285062,1200.476688,0.0,Med,-98.6,8.625386,0.0,29.723006,179.723006,OK,0.14971,0.725077,0.252224,0.022698,0.089955,F,F,0,K305970
F,35.0,06/03/99,19.533333,2.0,CAT 200,ASAD170,184.0,937.199999,134.0,244.5,12.0,89.500001,313.696713,6.184632,5.093478,1.824627,7.458333,330.0,1271.2,3.852121,1584.896713,0.00303030303,MedHigh,71.2,8.686281,6.184632,100.293646,250.293646,OK,0.157924,0.737256,0.192338,0.070406,0.246772,F,F,0,K150950
F,23.0,07/06/98,28.6,5.0,Play 100,WC95,85.0,204.0,45.0,295.5,18.0,47.399999,56.830342,0.0,2.4,6.566667,2.633333,148.0,546.899999,3.69527,603.730341,0.01689189189,Med,-53.100001,12.46023,0.0,22.732137,82.672137,OK,0.136936,0.373012,0.540318,0.08667,0.103914,F,F,0,K377080
F,23.0,23/10/99,11.833333,2.0,CAT 100,BS110,283.0,529.8,12.0,28.2,3.0,5.4,65.614792,0.0,1.872085,2.35,1.8,298.0,563.4,1.890604,629.014792,0.003355704698,Med,-36.6,14.403621,0.0,19.684438,124.684438,OK,0.198222,0.940362,0.050053,0.009585,0.116462,F,F,0,K287370
M,31.0,15/10/98,24.266667,9.0,CAT 100,S50,83.0,332.4,77.0,225.0,50.0,79.2,25.792555,3.741066,4.004819,2.922078,1.584,210.0,636.6,3.031429,662.392555,0.02142857143,Med,36.6,10.221489,3.741065,11.478832,116.478832,OK,0.175846,0.522149,0.35344,0.124411,0.040516,F,F,0,K345330
F,28.0,01/02/99,20.633333,1.0,CAT 200,ASAD170,973.0,1504.199999,338.0,603.0,11.0,31.800001,506.971789,79.966452,1.54594,1.784024,2.890909,1322.0,2139.0,1.618003,2645.971789,0.000378214826,High,939.0,8.516129,79.966452,232.057988,382.057988,OK,0.144392,0.703226,0.281907,0.014867,0.237013,F,F,0,K116870
M,48.0,01/10/97,36.9,0.0,CAT 100,BS110,193.0,410.4,46.0,141.300001,2.0,71.5,74.700696,2.687805,2.126425,3.071739,35.75,241.0,623.200001,2.585892,697.900697,0.0,Med,23.200001,11.585366,2.687805,25.098014,130.098014,OK,0.186413,0.658537,0.226733,0.11473,0.119866,F,F,1,K337360
M,42.0,27/06/96,52.266667,2.0,CAT 100,S50,188.0,363.599999,113.0,224.099999,3.0,17.4,153.867947,0.561455,1.934043,1.983186,5.8,304.0,605.099998,1.990461,758.967945,0.003289473684,Med,5.099998,11.008924,0.561455,46.721839,151.721839,OK,0.199905,0.600892,0.370352,0.028756,0.254285,F,F,0,K289550
F,22.0,10/11/98,23.4,2.0,CAT 100,BS110,19.0,577.8,35.0,130.8,16.0,26.4,76.36176,17.362653,30.410526,3.737143,1.65,70.0,735.0,10.5,811.36176,0.01428571429,Med,135.0,12.861224,17.362653,40.271181,145.271181,OK,0.179046,0.786122,0.177959,0.035918,0.103894,F,F,0,K245510
F,38.0,01/07/99,15.633333,2.0,CAT 100,BS110,72.0,534.600001,26.0,63.0,1.0,59.5,134.088213,7.500512,7.425,2.423077,59.5,99.0,657.100001,6.637374,791.188214,0.0101010101,Med,57.100001,13.135748,7.500512,47.726976,152.726976,OK,0.193035,0.813575,0.095876,0.090549,0.204061,F,F,0,K346130
M,42.0,17/04/98,30.3,0.0,CAT 100,S50,239.0,731.399999,10.0,45.9,20.0,101.0,23.051254,37.090296,3.060251,4.59,5.05,269.0,878.299999,3.265056,901.351253,0.0,Med,278.299999,13.327451,37.090295,44.005672,149.005672,OK,0.165314,0.832745,0.05226,0.114995,0.026245,F,F,0,K351920
F,23.0,08/12/97,34.633333,10.0,Play 300,WC95,143.0,408.599999,330.0,528.900001,8.0,45.599999,67.662793,0.0,2.857343,1.602727,5.7,481.0,983.099999,2.043867,1050.762792,0.0103950104,Med,-816.900001,11.559353,0.0,27.065117,105.005117,OK,0.099932,0.415624,0.537992,0.046384,0.068826,F,F,0,K388220
M,21.0,09/04/96,54.9,2.0,Play 100,S80,98.0,207.6,285.0,500.099999,22.0,40.799999,77.379797,15.662435,2.118367,1.754737,1.854545,405.0,748.499998,1.848148,825.879795,0.002469135802,Med,148.499998,10.547094,15.662435,46.614353,106.554353,OK,0.129019,0.277355,0.668136,0.054509,0.10338,F,F,0,K379780
F,42.0,18/03/97,43.466667,8.0,CAT 100,BS110,72.0,408.600001,90.0,227.1,13.0,25.2,16.160757,6.810129,5.675,2.523333,1.938462,175.0,660.900001,3.776571,677.060758,0.02285714286,Med,60.900001,11.182478,6.810129,11.658357,116.658357,OK,0.172301,0.618248,0.343622,0.03813,0.024453,F,F,0,K302260
M,30.0,06/12/96,46.866667,1.0,Play 300,S80,84.0,430.2,169.0,694.2,9.0,27.0,105.255748,0.0,5.121429,4.107692,3.0,262.0,1151.4,4.394656,1256.655748,0.001908396947,Med,-648.6,10.593538,0.0,42.102299,120.042299,OK,0.095525,0.373632,0.602918,0.02345,0.091415,F,F,0,K278000
M,29.0,02/10/97,36.866667,1.0,CAT 50,CAS30,73.0,167.4,15.0,67.8,3.0,26.5,58.782046,0.0,2.293151,4.52,8.833333,91.0,261.7,2.875824,320.482046,0.005494505495,MedLow,-38.3,11.396637,0.0,17.634614,101.034614,OK,0.315258,0.639664,0.259075,0.101261,0.224616,F,F,1,K329990
F,25.0,25/11/98,22.9,5.0,CAT 200,CAS30,581.0,1353.6,81.0,150.9,6.0,34.8,36.244708,31.883355,2.329776,1.862963,5.8,668.0,1539.3,2.304341,1575.544708,0.00374251497,MedHigh,339.3,9.396804,31.883355,42.756767,192.756767,OK,0.122343,0.879361,0.098032,0.022608,0.023546,F,F,1,K309270
F,30.0,09/06/98,28.533333,2.0,CAT 100,BS110,50.0,429.0,15.0,218.4,2.0,112.8,80.503432,17.050488,8.58,14.56,56.4,67.0,760.2,11.346269,840.703432,0.01492537313,Med,160.2,10.643252,17.050489,41.201519,146.201519,OK,0.173904,0.564325,0.287293,0.148382,0.105898,F,F,0,K244890
F,66.0,12/05/96,53.8,1.0,CAT 200,WC95,425.0,1530.0,72.0,316.800001,4.0,18.0,112.345564,60.512201,3.6,4.4,4.5,501.0,1864.800001,3.722156,1977.145565,0.000998003992,MedHigh,664.800001,9.102317,60.512201,94.21587,244.21587,OK,0.123519,0.820463,0.169884,0.009653,0.060245,F,F,0,K324450
F,27.0,13/08/96,50.7,1.0,CAT 200,BS110,246.0,1006.800001,86.0,403.499999,9.0,28.0,79.031659,20.255417,4.092683,4.69186,3.111111,341.0,1438.3,4.217889,1517.331659,0.00146627566,MedHigh,238.3,8.499965,20.255417,43.964915,193.964915,OK,0.127833,0.699993,0.28054,0.019467,0.054948,F,F,0,K318930
F,44.0,21/10/97,36.233333,6.0,Play 300,ASAD170,200.0,448.800001,166.0,487.800001,10.0,55.0,228.131853,0.0,2.244,2.938554,5.5,376.0,991.600002,2.637234,1219.731855,0.007978723404,Med,-808.399998,12.409843,0.0,91.252741,169.192741,OK,0.138713,0.452602,0.491932,0.055466,0.230064,F,F,0,K159140
M,25.0,05/06/96,53.0,0.0,CAT 100,S50,241.0,691.200001,63.0,136.500001,6.0,17.0,31.144365,32.25828,2.86805,2.166667,2.833333,310.0,844.700002,2.724839,875.844367,0.0,Med,244.700002,13.182787,32.25828,41.601589,146.601589,OK,0.167383,0.818279,0.161596,0.020125,0.03687,F,F,0,K290920
F,12.0,10/01/99,21.366667,2.0,CAT 200,BS110,209.0,712.8,59.0,451.500001,57.0,98.4,31.868239,4.904722,3.410526,7.652542,1.726316,325.0,1262.700001,3.885231,1294.56824,0.003076923077,MedHigh,62.700001,7.822523,4.904722,14.465194,164.465194,OK,0.127043,0.564505,0.357567,0.077928,0.025238,F,F,0,K365900
F,37.0,27/06/99,15.766667,2.0,CAT 200,BS110,86.0,991.8,12.0,223.499999,0.0,0.0,75.888725,1.764593,11.532558,18.625,0.0,98.0,1215.299999,12.40102,1291.188724,0.01020408163,Med,15.299999,9.080474,1.389312,24.15593,174.15593,OK,0.13488,0.816095,0.183905,0.0,0.062444,F,F,0,K246200
M,40.0,27/07/99,14.766667,0.0,CAT 100,BS110,137.0,516.0,11.0,94.500001,27.0,51.0,1.085913,7.872279,3.766423,8.590909,1.888889,175.0,661.500001,3.78,662.585914,0.0,Med,61.500001,12.800454,7.872279,8.198053,113.198053,OK,0.170843,0.780045,0.142857,0.077098,0.001642,F,F,0,K351460
M,52.0,28/02/96,56.266667,0.0,CAT 100,S50,54.0,721.8,73.0,112.2,6.0,25.0,118.658238,34.713236,13.366667,1.536986,4.166667,133.0,859.0,6.458647,977.658238,0.0,Med,259.0,13.402794,34.713236,70.310708,175.310708,OK,0.179317,0.840279,0.130617,0.029104,0.138135,F,F,0,K298670
M,30.0,08/12/96,46.8,2.0,Play 300,ASAD170,95.0,280.799999,147.0,525.0,14.0,41.5,234.20381,0.0,2.955789,3.571429,2.964286,256.0,847.299999,3.309766,1081.503809,0.00390625,Med,-952.700001,9.62233,0.0,93.681524,171.621524,OK,0.158688,0.331406,0.619615,0.048979,0.276412,F,F,0,K162170
M,33.0,08/03/99,19.466667,1.0,CAT 100,ASAD170,315.0,526.199999,120.0,197.399999,3.0,26.5,181.560963,18.034613,1.670476,1.645,8.833333,438.0,750.099998,1.712557,931.660961,0.001141552511,Med,150.099998,12.015065,18.034612,72.502901,177.502901,OK,0.190523,0.701506,0.263165,0.035329,0.242049,F,F,0,K105190
F,30.0,02/10/96,49.033333,1.0,CAT 200,WC95,248.0,908.399999,180.0,327.600001,37.0,58.800001,122.472345,8.065467,3.662903,1.82,1.589189,465.0,1294.800001,2.784516,1417.272346,0.001075268817,MedHigh,94.800001,8.507878,8.065468,44.807172,194.807172,OK,0.137452,0.701576,0.253012,0.045412,0.094588,F,F,0,K369930
F,23.0,04/02/98,32.7,1.0,CAT 100,BS110,50.0,686.4,21.0,184.499999,6.0,45.0,170.729382,39.469391,13.728,8.785714,7.5,77.0,915.899999,11.894805,1086.629381,0.006493506494,Med,315.899999,12.494268,39.469392,90.688207,195.688207,OK,0.180087,0.749427,0.201441,0.049132,0.186406,F,F,0,K245070
M,31.0,22/03/97,43.333333,2.0,Play 300,ASAD170,21.0,502.8,16.0,450.0,22.0,87.0,266.845929,0.0,23.942857,28.125,3.954545,59.0,1039.8,17.623729,1306.645929,0.01694915254,Med,-760.2,13.121754,0.0,106.738372,184.678372,OK,0.141338,0.483555,0.432776,0.08367,0.256632,F,F,0,K162260
F,27.0,03/05/96,54.1,2.0,Play 100,BS110,19.0,193.200001,13.0,322.200001,20.0,55.799999,71.579813,0.0,10.168421,24.784615,2.79,52.0,571.200001,10.984615,642.779814,0.01923076923,Med,-28.799999,11.764706,0.0,28.631925,88.571925,OK,0.137795,0.338235,0.564076,0.097689,0.125315,F,F,0,K248620
F,25.0,28/03/96,55.3,3.0,CAT 100,WC95,389.0,687.600001,34.0,170.099999,10.0,51.5,71.788147,38.843845,1.767609,5.002941,5.15,433.0,909.2,2.099769,980.988147,0.003464203233,Med,309.2,12.562692,38.843845,60.380289,165.380289,OK,0.168585,0.756269,0.187088,0.056643,0.078957,F,F,0,K337870
M,29.0,27/10/98,23.866667,12.0,CAT 200,SOP10,548.0,862.8,192.0,296.699999,0.0,0.0,193.967537,0.503059,1.574453,1.545312,0.0,740.0,1159.499999,1.566892,1353.467536,0.008108108108,Med,-40.500001,8.720569,0.0,58.190261,208.190261,OK,0.15382,0.744114,0.255886,0.0,0.167285,T,F,1,K401850
M,42.0,26/09/98,24.9,2.0,CAT 200,S80,906.0,1510.2,223.0,338.4,3.0,5.5,436.19758,59.34385,1.666887,1.517489,1.833333,1132.0,1854.1,1.637898,2290.29758,0.0008833922261,MedHigh,654.1,9.072596,59.34385,190.203124,340.203124,OK,0.148541,0.814519,0.182514,0.002966,0.235261,F,F,0,K124090
M,56.0,03/03/97,43.966667,1.0,CAT 200,S50,354.0,1969.199999,159.0,382.5,16.0,63.6,482.919211,110.306853,5.562712,2.40566,3.975,529.0,2415.299999,4.565784,2898.21921,0.0009451795841,High,1215.299999,9.076512,110.306853,255.182616,405.182616,OK,0.139804,0.815302,0.158365,0.026332,0.199942,F,F,0,K152900
M,47.0,07/11/99,11.333333,1.0,CAT 200,S80,408.0,1240.2,112.0,284.700001,9.0,19.0,498.462912,31.007577,3.039706,2.541964,2.111111,529.0,1543.900001,2.918526,2042.362913,0.0009451795841,MedHigh,343.900001,9.016452,31.007578,180.546452,330.546452,OK,0.161845,0.80329,0.184403,0.012306,0.32286,F,F,0,K148550
M,19.0,21/07/99,14.966667,1.0,CAT 200,ASAD170,32.0,1074.600001,189.0,365.399999,5.0,10.0,186.233607,21.763793,33.58125,1.933333,2.0,226.0,1450.0,6.415929,1636.233607,0.002212389381,MedHigh,250.0,8.705517,21.763793,77.633875,227.633875,OK,0.139121,0.741103,0.252,0.006897,0.128437,F,F,0,K201200
M,26.0,14/04/99,18.233333,0.0,Play 100,S80,11.0,117.599999,317.0,579.0,0.0,0.0,72.573706,8.697469,10.690909,1.826498,0.0,328.0,696.599999,2.12378,769.173705,0.0,Med,96.599999,8.3764,8.091602,37.121084,97.061084,OK,0.126189,0.16882,0.83118,0.0,0.104183,F,F,0,K385420
M,18.0,26/01/97,45.166667,2.0,CAT 200,ASAD170,523.0,1666.8,3.0,451.2,16.0,30.6,431.066195,84.224342,3.186998,150.4,1.9125,542.0,2148.6,3.964207,2579.666195,0.00184501845,High,948.6,8.878805,84.224342,213.544201,363.544201,OK,0.140927,0.775761,0.209997,0.014242,0.200627,F,F,0,K199250
F,28.0,21/05/99,17.0,0.0,Play 100,S80,34.0,277.200001,205.0,348.9,42.0,75.6,119.557756,13.120125,8.152941,1.701951,1.8,281.0,701.700001,2.497153,821.257757,0.0,Med,101.700001,12.900812,13.120126,60.943229,120.883229,OK,0.147193,0.395041,0.497221,0.107738,0.170383,F,F,0,K267300
M,20.0,23/02/98,32.066667,11.0,CAT 50,S50,46.0,116.4,23.0,102.300001,1.0,5.5,58.482967,0.0,2.530435,4.447826,5.5,70.0,224.200001,3.202857,282.682968,0.07857142857,MedLow,-75.799999,10.191793,0.0,17.54489,100.94489,OK,0.357096,0.519179,0.456289,0.024532,0.260852,F,F,0,K331000
M,52.0,21/05/97,41.333333,0.0,CAT 100,S80,110.0,471.6,54.0,187.199998,22.0,35.4,205.972759,11.109411,4.287273,3.466667,1.609091,186.0,694.199998,3.732258,900.172757,0.0,Med,94.199998,11.793431,11.109412,72.90124,177.90124,OK,0.19763,0.679343,0.269663,0.050994,0.296705,F,F,0,K107640
F,28.0,12/11/99,11.166667,11.0,Play 300,S80,8.0,126.0,336.0,566.1,40.0,109.500001,104.472802,0.0,15.75,1.684821,2.7375,384.0,801.600001,2.0875,906.072803,0.01432291667,Med,-998.399999,5.615269,0.0,41.789121,119.729121,OK,0.132141,0.157186,0.706213,0.136602,0.13033,F,F,0,K277520
M,31.0,08/07/98,27.566667,2.0,CAT 200,S50,670.0,1205.399999,23.0,140.399999,14.0,47.399999,119.123767,18.017855,1.799104,6.104348,3.385714,707.0,1393.199997,1.97058,1512.323764,0.001414427157,MedHigh,193.199997,9.326012,18.017855,53.754985,203.754985,OK,0.13473,0.865202,0.100775,0.034022,0.085504,F,F,0,K308350
F,42.0,06/09/96,49.9,2.0,CAT 200,S80,147.0,556.8,241.0,501.299999,7.0,26.499999,237.730631,0.0,3.787755,2.080083,3.785714,395.0,1084.599998,2.745823,1322.330629,0.00253164557,Med,-115.400002,7.566845,0.0,71.319189,221.319189,OK,0.167371,0.513369,0.462198,0.024433,0.219187,F,F,0,K146500
M,29.0,05/09/98,25.6,1.0,CAT 100,S50,158.0,382.2,104.0,245.400001,7.0,108.599999,178.43392,13.880857,2.418987,2.359615,15.514286,269.0,736.2,2.736803,914.63392,0.001858736059,Med,136.2,10.191524,13.880856,67.411032,172.411032,OK,0.188503,0.519152,0.333333,0.147514,0.242372,F,F,0,K340280
F,30.0,04/06/98,28.7,2.0,CAT 200,BS110,26.0,952.799999,41.0,220.799999,0.0,0.0,114.779307,0.0,36.646154,5.385366,0.0,67.0,1173.599998,17.516418,1288.379305,0.01492537313,Med,-26.400002,9.059305,0.0,34.433792,184.433792,OK,0.143152,0.811861,0.188139,0.0,0.097801,F,F,0,K247140
F,24.0,05/02/96,57.033333,0.0,CAT 200,ASAD90,409.0,1039.2,203.0,367.8,17.0,50.0,432.402211,22.015217,2.540831,1.811823,2.941176,629.0,1457.0,2.316375,1889.402211,0.0,MedHigh,257.0,8.566232,22.015216,151.735879,301.735879,OK,0.159699,0.713246,0.252437,0.034317,0.296776,F,F,0,K182730
M,21.0,03/01/96,58.133333,2.0,Play 100,CAS30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,NA,-600.0,,0.0,0.0,59.94,OK,0.5,0.0,0.0,0.0,0.0,F,T,1,K213590
F,24.0,26/12/97,34.033333,0.0,CAT 100,ASAD170,319.0,586.799999,166.0,366.0,1.0,37.0,262.298319,42.599178,1.839498,2.204819,37.0,486.0,989.799999,2.036626,1252.098318,0.0,Med,389.799999,10.92847,42.599177,121.288673,226.288673,OK,0.180728,0.592847,0.369772,0.037381,0.265001,F,F,0,K166690
F,27.0,12/11/99,11.166667,1.0,CAT 200,S80,332.0,1132.799999,205.0,406.500002,28.0,43.200001,368.077223,32.815237,3.412048,1.982927,1.542857,565.0,1582.500002,2.800885,1950.577225,0.0008849557522,MedHigh,382.500002,8.579147,32.815237,143.238404,293.238404,OK,0.150334,0.715829,0.256872,0.027299,0.232592,F,F,0,K138160
F,35.0,07/08/97,38.733333,2.0,Play 300,S80,33.0,245.4,261.0,721.2,20.0,77.4,110.031489,0.0,7.436364,2.763218,3.87,314.0,1044.0,3.324841,1154.031489,0.003184713376,Med,-756.0,7.406322,0.0,44.012596,121.952596,OK,0.105675,0.235057,0.690805,0.074138,0.105394,F,F,0,K277640
F,16.0,18/03/97,43.466667,1.0,CAT 100,BS210,461.0,797.399999,36.0,168.0,11.0,21.0,76.492886,50.55635,1.729718,4.666667,1.909091,508.0,986.399999,1.941732,1062.892885,0.0009842519685,Med,386.399999,13.083942,50.55635,73.504216,178.504216,High CAT 100,0.167942,0.808394,0.170316,0.02129,0.077548,F,F,0,K253610
M,17.0,18/10/99,12.0,1.0,Play 100,ASAD90,81.0,270.599998,17.0,277.2,28.0,45.5,28.621153,0.0,3.340741,16.305882,1.625,126.0,593.299998,4.70873,621.921151,0.003968253968,Med,-6.700002,14.121861,0.0,11.448461,71.388461,OK,0.114787,0.456093,0.467217,0.07669,0.048241,F,F,1,K382280
F,22.0,31/05/97,41.0,0.0,CAT 200,ASAD170,14.0,1257.6,91.0,363.300001,2.0,130.5,490.79234,47.366752,89.828571,3.992308,65.25,107.0,1751.400001,16.368224,2242.192341,0.0,MedHigh,551.400001,8.590271,47.366752,194.604454,344.604454,OK,0.153691,0.718054,0.207434,0.074512,0.280229,F,F,0,K203410
F,12.0,07/09/98,25.533333,1.0,CAT 200,ASAD170,828.0,1649.4,90.0,304.2,25.0,71.5,448.567653,74.856302,1.992029,3.38,2.86,943.0,2025.1,2.147508,2473.667653,0.0005302226935,High,825.1,9.072391,74.856302,209.426598,359.426598,OK,0.145301,0.814478,0.150215,0.035307,0.221504,F,F,0,K186210
M,20.0,13/05/97,41.6,1.0,Play 300,ASAD90,157.0,559.8,3.0,521.1,19.0,63.0,255.141239,0.0,3.565605,173.7,3.315789,179.0,1143.9,6.390503,1399.041239,0.002793296089,Med,-656.1,13.255704,0.0,102.056496,179.996496,OK,0.128657,0.489378,0.455547,0.055075,0.223045,F,F,1,K208250
